,index,Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer provided,Salary_Min,Salary_Max,Lower Salary,Upper Salary,Avg Salary(K),company_txt,Job Location,Age,job_title_sim,seniority_by_title,Degree
664,852,Machine Learning Engineer - Regulatory,3.7,"Cboe Global Markets
3.7","Lenexa, KS","Chicago, IL",501 - 1000 ,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),-1,0,0,61,113 ,61,113,87.0,Cboe Global Markets,KS,48,machine learning engineer,na,na
665,853,Data Engineer,3.4,"Trace3
3.4","Houston, TX","Irvine, CA",501 - 1000 ,2002,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"World Wide Technology, Presidio, Optiv",0,0,55,105 ,55,105,80.0,Trace3,TX,19,data engineer,na,na
666,854,Medical Laboratory Scientist,4.0,"Texas Health Huguley Hospital
4.0","Burleson, TX","Arlington, TX",1001 - 5000 ,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,1,0,18,25 Per Hour,37,52,44.5,Texas Health Huguley Hospital,TX,44,other scientist,na,na
667,855,Principal Data Scientist,3.7,"Northrop Grumman
3.7","San Jose, CA","Falls Church, VA",10000+ ,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,135,211 ,135,211,173.0,Northrop Grumman,CA,82,data scientist,sr,M
668,856,R&D Specialist/ Food Scientist,2.4,"Teasdale Latin Foods
2.4","Hoopeston, IL","Flower Mound, TX",501 - 1000 ,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1,0,0,39,66 ,39,66,52.5,Teasdale Latin Foods,IL,-1,other scientist,na,na
669,857,Data Engineer,3.5,"Saama Technologies Inc
3.5","Phoenix, AZ","Campbell, CA",501 - 1000 ,1997,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Accenture, Deloitte, IBM",0,0,57,80 ,57,80,68.5,Saama Technologies Inc,AZ,24,data engineer,na,na
670,858,"Associate Principal Scientist, Pharmacogenomics",3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom",10000+ ,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,63,127 ,63,127,95.0,AstraZeneca,MD,108,other scientist,sr,P
671,859,Data Scientist - Systems Engineering,3.2,"MITRE
3.2","Bedford, MA","Bedford, MA",5001 - 10000 ,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",0,0,50,89 ,50,89,69.5,MITRE,MA,63,data scientist,na,na
672,860,Senior Data Scientist,4.4,"The David J. Joseph Company
4.4","Cincinnati, OH","Cincinnati, OH",201 - 500 ,1885,Subsidiary or Business Segment,Metals Brokers,Mining & Metals,Unknown / Non-Applicable,-1,0,0,82,132 ,82,132,107.0,The David J. Joseph Company,OH,136,data scientist,sr,M
673,861,Data Scientist SR,3.9,"The Buffalo Group
3.9","Charlottesville, VA","Reston, VA",501 - 1000 ,2010,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"ManTech, Booz Allen Hamilton, Leidos",0,0,85,139 ,85,139,112.0,The Buffalo Group,VA,11,data scientist,sr,M
674,863,Data Scientist,3.4,"CompQsoft
3.4","Washington, DC","Houston, TX",51 - 200 ,1997,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,0,0,72,121 ,72,121,96.5,CompQsoft,DC,24,data scientist,na,M
675,864,"Scientist, Bacteriology",2.1,"Cerus Corporation
2.1","Concord, CA","Concord, CA",201 - 500 ,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,74,149 ,74,149,111.5,Cerus Corporation,CA,-1,other scientist,na,P
676,866,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA","OSAKA, Japan",10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,113,196 ,113,196,154.5,Takeda Pharmaceuticals,MA,240,data engineer,na,M
677,867,Data Scientist,3.4,"Remedy BPCI Partners, LLC.
3.4","New York, NY","Norwalk, CT",201 - 500 ,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Healthfirst (New York), naviHealth",0,0,69,121 ,69,121,95.0,"Remedy BPCI Partners, LLC.",NY,10,data scientist,na,na
678,868,Data Scientist,4.0,"Strategic Financial Solutions
4.0","New York, NY","New York, NY",501 - 1000 ,2007,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,"National Debt Relief, Freedom Financial Network",0,0,71,124 ,71,124,97.5,Strategic Financial Solutions,NY,14,data scientist,na,na
679,869,Senior Data Scientist,4.4,"Maven Wave Partners
4.4","Chicago, IL","Chicago, IL",201 - 500 ,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,0,0,97,160 ,97,160,128.5,Maven Wave Partners,IL,13,data scientist,sr,na
680,870,Senior Research Scientist-Machine Learning,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,81,167 ,81,167,124.0,Software Engineering Institute,PA,37,machine learning engineer,sr,P
681,871,Principal Data Scientist,3.2,"The Climate Corporation
3.2","San Francisco, CA","San Francisco, CA",501 - 1000 ,2006,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Granular, Intuit, John Deere",0,0,150,238 ,150,238,194.0,The Climate Corporation,CA,15,data scientist,sr,na
682,875,Clinical Laboratory Scientist,3.7,"Vail Health
3.7","Vail, CO","Vail, CO",501 - 1000 ,1966,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,1,0,24,39 Per Hour,49,81,65.0,Vail Health,CO,55,other scientist,na,na
683,877,"Data Analyst 1, full-time contract worker for up to 12 months",4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Salt Lake City, UT","Salt Lake City, UT",10000+ ,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1,0,0,35,65 ,35,65,50.0,The Church of Jesus Christ of Latter-day Saints,UT,-1,analyst,na,na
684,878,Data Scientist,3.5,"Crossix Solutions
3.5","New York, NY","New York, NY",201 - 500 ,2005,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,77,132 ,77,132,104.5,Crossix Solutions,NY,16,data scientist,na,M
685,879,Data Scientist,4.3,"Solugenix Corporation
4.3","Phoenix, AZ","Brea, CA",201 - 500 ,1969,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0,0,51,88 ,51,88,69.5,Solugenix Corporation,AZ,52,data scientist,na,na
686,880,Data Scientist,2.6,"West Coast University
2.6","Irvine, CA","Irvine, CA",10000+ ,1997,Company - Private,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,101,141 ,101,141,121.0,West Coast University,CA,24,data scientist,na,M
687,881,Data Engineer - Consultant (Charlotte Based),4.2,"Clarity Insights
4.2","Charlotte, NC","Chicago, IL",201 - 500 ,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,59,112 ,59,112,85.5,Clarity Insights,NC,13,data engineer,na,na
688,883,Data Engineer,3.1,"NCSOFT
3.1","Aliso Viejo, CA","Seoul, South Korea",1001 - 5000 ,1997,Company - Public,Video Games,Media,$10+ billion (USD),"Blizzard Entertainment, Riot Games, Electronic Arts",0,0,79,147 ,79,147,113.0,NCSOFT,CA,24,data engineer,na,na
689,884,Data Scientist (Warehouse Automation),3.8,"SoftBank Robotics
3.8","San Francisco, CA","Paris, France",201 - 500 ,2005,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$25 to $50 million (USD),-1,0,0,79,127 ,79,127,103.0,SoftBank Robotics,CA,16,data scientist,na,M
690,886,"Scientist, Immuno-Oncology",3.9,"GSK
3.9","Cambridge, MA","Brentford, United Kingdom",10000+ ,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",0,0,62,119 ,62,119,90.5,GSK,MA,191,other scientist,na,M
691,887,Senior Data Scientist,4.3,"Factual
4.3","Los Angeles, CA","Los Angeles, CA",51 - 200 ,2008,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Foursquare,0,0,119,187 ,119,187,153.0,Factual,CA,13,data scientist,sr,na
692,892,Jr. Data Scientist,3.2,"MITRE
3.2","McLean, VA","Bedford, MA",5001 - 10000 ,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",0,0,81,132 ,81,132,106.5,MITRE,VA,63,data scientist,jr,na
693,893,Senior Data Scientist,5.0,"SkySync
5.0","Ann Arbor, MI","Ann Arbor, MI",51 - 200 ,2011,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,1,Employer Provided Salary:120,140,120,140,130.0,SkySync,MI,10,data scientist,sr,M
694,895,Products Data Analyst II,3.3,"TriNet
3.3","Dublin, CA","Dublin, CA",1001 - 5000 ,1988,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),"Paychex, Insperity, ADP",0,0,90,157 ,90,157,123.5,TriNet,CA,33,analyst,na,M
695,896,Data Architect / Data Modeler,4.3,"Medidata Solutions
4.3","New York, NY","New York, NY",1001 - 5000 ,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$500 million to $1 billion (USD),Oracle,0,0,63,110 ,63,110,86.5,Medidata Solutions,NY,22,data modeler,na,M
696,897,Analytics Manager - Data Mart,3.5,"Central California Alliance for Health
3.5","Scotts Valley, CA","Scotts Valley, CA",501 - 1000 ,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,42,86 ,42,86,64.0,Central California Alliance for Health,CA,25,Data scientist project manager,na,na
697,898,Lead Data Analyst,3.9,"Signpost
3.9","New York, NY","New York, NY",201 - 500 ,2010,Company - Private,Internet,Information Technology,$10 to $25 million (USD),-1,0,0,32,62 ,32,62,47.0,Signpost,NY,11,analyst,sr,na
698,899,Data Science Engineer - Mobile,4.0,"Adobe
4.0","San Jose, CA","San Jose, CA",10000+ ,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Apple, Microsoft",0,0,116,208 ,116,208,162.0,Adobe,CA,39,data scientist,na,M
699,900,Senior Data Scientist Oncology,3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom",10000+ ,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,107,173 ,107,173,140.0,AstraZeneca,MD,108,data scientist,sr,P
700,901,Data Scientist,3.4,"DatamanUSA, LLC
3.4","Olympia, WA","Centennial, CO",51 - 200 ,-1,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),-1,0,0,65,113 ,65,113,89.0,"DatamanUSA, LLC",WA,-1,data scientist,na,na
701,902,Sr. Data Engineer - Contract-to-Hire (Java),3.0,"Pilot Flying J Travel Centers LLC
3.0","Knoxville, TN","Knoxville, TN",10000+ ,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",0,0,69,127 ,69,127,98.0,Pilot Flying J Travel Centers LLC,TN,63,data engineer,sr,M
702,904,Senior Data Scientist - R&D Oncology,3.9,"AstraZeneca
3.9","New York, NY","Cambridge, United Kingdom",10000+ ,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,102,172 ,102,172,137.0,AstraZeneca,NY,108,data scientist,sr,P
703,907,Data Engineer,4.0,"Pinnacol Assurance
4.0","Denver, CO","Denver, CO",501 - 1000 ,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,74,124 ,74,124,99.0,Pinnacol Assurance,CO,106,data engineer,na,M
704,909,Food Scientist - Developer,3.3,"Palermo's Pizza
3.3","Milwaukee, WI","Milwaukee, WI",501 - 1000 ,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,0,0,40,68 ,40,68,54.0,Palermo's Pizza,WI,57,other scientist,na,na
705,910,Senior Data Engineer,3.2,"Equian LLC
3.2","Franklin, TN","Indianapolis, IN",1001 - 5000 ,2004,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,76,142 ,76,142,109.0,Equian LLC,TN,17,data engineer,sr,na
706,911,Data Engineer,3.4,"MetroStar Systems
3.4","Rockville, MD","Reston, VA",201 - 500 ,1999,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,0,0,76,142 ,76,142,109.0,MetroStar Systems,MD,22,data engineer,na,M
707,912,Senior Data Scientist,4.4,"MathWorks
4.4","Natick, MA","Natick, MA",1001 - 5000 ,1984,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),-1,0,0,108,171 ,108,171,139.5,MathWorks,MA,37,data scientist,sr,M
708,913,"Director II, Data Science - GRM Actuarial",3.3,"Liberty Mutual Insurance
3.3","Chicago, IL","Boston, MA",10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,202,306 ,202,306,254.0,Liberty Mutual Insurance,IL,109,data scientist,na,M
709,914,Machine Learning Engineer,3.2,"Information Builders
3.2","New York, NY","New York, NY",1001 - 5000 ,1975,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Qlik, Tableau Software, Informatica",0,0,91,159 ,91,159,125.0,Information Builders,NY,46,machine learning engineer,na,M
710,916,"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland",10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,80,133 ,80,133,106.5,Novartis,MA,25,data scientist,sr,M
711,919,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,3.6,"Beebe Healthcare
3.6","Millville, DE","Lewes, DE",1001 - 5000 ,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,1,0,21,34 Per Hour,43,70,56.5,Beebe Healthcare,DE,86,other scientist,na,na
712,920,"Scientist, Molecular/Cellular Biologist",2.9,"Audentes Therapeutics
2.9","South San Francisco, CA","San Francisco, CA",201 - 500 ,2012,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"BioMarin Pharmaceutical, Sangamo Therapeutics, bluebird bio",0,0,49,97 ,49,97,73.0,Audentes Therapeutics,CA,9,other scientist,na,P
713,921,Staff Scientist-Downstream Process Development,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 - 500 ,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,49,113 ,49,113,81.0,Advanced BioScience Laboratories,MD,60,other scientist,na,P
714,924,Data Scientist,3.2,"Numeric, LLC
3.2","Philadelphia, PA","Chadds Ford, PA",Jan-50,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,96,161 ,96,161,128.5,"Numeric, LLC",PA,-1,data scientist,na,na
715,926,Scientist - Analytical Services,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,65,134 ,65,134,99.5,Reynolds American,NC,146,other scientist,na,na
716,928,"Associate Scientist / Sr. Associate Scientist, Antibody Discovery",4.0,"23andMe
4.0","South San Francisco, CA","Sunnyvale, CA",501 - 1000 ,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Ancestry, Verily Life Sciences, Abbott Laboratories",0,0,59,125 ,59,125,92.0,23andMe,CA,15,other scientist,sr,M
717,929,Associate Data Analyst- Graduate Development Program,3.3,"National Interstate
3.3","Richfield, OH","Richfield, OH",501 - 1000 ,1989,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,32,59 ,32,59,45.5,National Interstate,OH,32,analyst,na,na
718,930,Sr. Data Engineer,4.5,"Moser Consulting
4.5","Indianapolis, IN","Indianapolis, IN",51 - 200 ,1996,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,0,0,87,158 ,87,158,122.5,Moser Consulting,IN,25,data engineer,sr,na
719,931,Clinical Data Analyst,3.0,"Greenway Health
3.0","Tampa, FL","Tampa, FL",1001 - 5000 ,1977,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"eClinicalWorks, NextGen Healthcare, athenahealth",0,0,27,48 ,27,48,37.5,Greenway Health,FL,44,analyst,na,M
720,932,IT Associate Data Analyst,3.7,"The Hanover Insurance Group
3.7","Worcester, MA","Worcester, MA",5001 - 10000 ,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,0,0,39,69 ,39,69,54.0,The Hanover Insurance Group,MA,169,analyst,na,na
721,933,Business Data Analyst,3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 - 5000 ,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,36,71 ,36,71,53.5,Fareportal,NY,19,analyst,na,M
722,934,Senior Insurance Data Scientist,3.9,"TransUnion
3.9","Chicago, IL","Chicago, IL",5001 - 10000 ,1968,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),-1,0,0,107,173 ,107,173,140.0,TransUnion,IL,53,data scientist,sr,na
723,935,Senior Data Science Systems Engineer,3.2,"MITRE
3.2","Hampton, VA","Bedford, MA",5001 - 10000 ,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",0,0,56,99 ,56,99,77.5,MITRE,VA,63,data scientist,sr,P
724,936,ENVIRONMENTAL ENGINEER/SCIENTIST,3.3,"Mcphail Associates
3.3","Cambridge, MA","Cambridge, MA",Jan-50,1976,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,-1,1,1,Employer Provided Salary:25,28 Per Hour,52,58,55.0,Mcphail Associates,MA,45,other scientist,na,na
725,938,Senior Scientist - Regulatory Submissions,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,80,155 ,80,155,117.5,Reynolds American,NC,146,other scientist,sr,M
726,939,Scientist - Biomarker and Flow Cytometry,2.4,"Crown Bioscience
2.4","San Diego, CA","San Diego, CA",501 - 1000 ,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,43,98 ,43,98,70.5,Crown Bioscience,CA,15,other scientist,na,M
727,940,Revenue Analytics Manager,4.8,"HOVER
4.8","San Francisco, CA","San Francisco, CA",51 - 200 ,2011,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,0,0,45,78 ,45,78,61.5,HOVER,CA,10,Data scientist project manager,na,na
728,941,Sr. Scientist Method Development,2.9,"Q2 Solutions
2.9","Marietta, GA","Morrisville, NC",1001 - 5000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,50,110 ,50,110,80.0,Q2 Solutions,GA,6,other scientist,sr,na
729,942,"Associate Scientist, LC/MS Biologics",2.9,"Q2 Solutions
2.9","Ithaca, NY","Morrisville, NC",1001 - 5000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,44,96 ,44,96,70.0,Q2 Solutions,NY,6,other scientist,na,na
